X,Y,OBJECTID_1,OBJECTID,GCOMPID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,PIPECO,COMPID,OPERATOR,POSREL,NUM_UNITS,CERT_HP,PLANT_COST,EXP_FUEL,EXP_OTHER,GAS_COMPRE,OP_COMP_HR,OP_NUM_COM,OP_DATE_PE,EXP_POWER,ELEC_COMPR
-103.966726914,46.704771991,524,524,GCOMP239,GOLVA,167TH AVE SW/49ST SW,GOLVA,ND,58632,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GOLDEN VALLEY,38033,USA,46.704771991,-103.966726914,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",2015/08/14 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://transmission.wbienergy.com/,WILLISTON BASIN INTERSTATE PIPELINE COMPANY,49,WILLISTON BASIN INTERSTATE PIPELINE COMPANY,WITHIN 40 FEET,2,7100,11192509,5909,74354,2150,0,0,1970/01/01 00:00:00+00,0,0
-101.874489,37.1849480000001,525,525,GCOMP24,BOEHM,1.4 MILES EAST OF HIGHWAY 51,RICHFIELD,KS,67953,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MORTON,20129,USA,37.184948,-101.874489,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/10/19 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://ebb.cigco.com/,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",32,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",WITHIN 40 FEET,2,3100,3037515,99622,120518,38510,0,0,1970/01/01 00:00:00+00,0,0
-77.855894,41.425509,526,526,GCOMP240,LEIDY,169 GAS PLANT LN,LEIDY,PA,17004,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CLINTON,42035,USA,41.425509,-77.855894,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/01 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,4,8100,16670404,0,0,0,5477,4,2012/01/03 00:00:00+00,13060,126189
-82.907753,36.2772870000001,527,527,GCOMP241,FLATWOODS,1690 FLATWOODS ROAD,MOSHEIM,TN,37818,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GREENE,47059,USA,36.277287,-82.907753,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/22 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.spectraenergy.com/,"EAST TENNESSEE NATURAL GAS, LLC",2,"EAST TENNESSEE NATURAL GAS, LLC",WITHIN 40 FEET,1,6270,14557066,652161,0,238572,6086,0,2012/03/16 00:00:00+00,0,0
-85.060612678,37.3099407440001,528,528,GCOMP242,CLEMENTSVILLE,170 JACKIE HOLLOW RD,LIBERTY,KY,42539,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CASEY,21045,USA,37.309940744,-85.060612678,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/25 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.columbiapipeinfo.com/,COLUMBIA GULF TRANSMISSION COMPANY,70,COLUMBIA GULF TRANSMISSION COMPANY,WITHIN 40 FEET,9,38638,25931520,3242874,1004855,1172025,36948,8,2012/11/08 00:00:00+00,0,0
-95.255284466,30.203023538,529,529,GCOMP243,STATION 302 - NEW CANEY,17057 F. M. 1485,NEW CANEY,TX,77357,3701,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MONTGOMERY,48339,USA,30.203023538,-95.255284466,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/16 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.kindermorgan.com/,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,26,NATURAL GAS PIPELINE COMPANY OF AMERICA LLC,WITHIN 40 FEET,3,26800,60346645,0,0,0,15564,2,2012/05/14 00:00:00+00,-999,106784496
-91.254406907,30.8347817980001,530,530,GCOMP244,ST. FRANCISVILLE,17238 HWY 10,ST. FRANCISVILLE,LA,70775,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WEST FELICIANA,22125,USA,30.834781798,-91.254406907,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/08/31 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,4,32000,25720926,14684,0,4858,70,2,2012/05/31 00:00:00+00,31778,135360
-89.4596109999999,30.4296110000001,531,531,GCOMP245,KILN,17281 BOBINGER ROAD,KILN,MS,39556,8358,NATURAL GAS COMPRESSOR STATION,IN SERVICE,HANCOCK,28045,USA,30.429611,-89.459611,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/17 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://infopost.bwpmlp.com/,"GULF SOUTH PIPELINE COMPANY, LP",11,"GULF SOUTH PIPELINE COMPANY, LP",WITHIN 40 FEET,2,9400,6894190,1003106,761113,375819,11089,2,2012/07/07 00:00:00+00,0,0
-93.2299619999999,30.433924,532,532,GCOMP246,NO. 45 LAKE CHARLES,17333 HIGHWAY 171,RAGLEY,LA,70657,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BEAUREGARD,22011,USA,30.433924,-93.229962,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/08/25 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.1line.williams.com/,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",29,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",WITHIN 40 FEET,8,19750,14570033,764270,1778806,309143,17769,4,2013/02/27 00:00:00+00,0,0
-103.303272,31.8342220000001,533,533,GCOMP247,STATION WT-2,1742 HALEY RANCH RD,KERMIT,TX,79745,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WINKLER,48495,USA,31.834222,-103.303272,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",2015/08/20 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://twtransfer.energytransfer.com/,"TRANSWESTERN PIPELINE COMPANY, LLC",42,"TRANSWESTERN PIPELINE COMPANY, LLC",WITHIN 40 FEET,3,12000,21337360,539442,1286108,245362,8264,2,2012/10/05 00:00:00+00,0,0
-84.750462491,37.579915741,534,534,GCOMP248,DANVILLE,1745 AIRPORT BOULEVARD HIGHWAY 1273,DANVILLE,KY,40422,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BOYLE,21137,USA,37.579915741,-84.750462491,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/01 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,13,52970,43866906,1404292,0,543718,20350,13,2012/02/11 00:00:00+00,141966,2260480
-85.185087,39.2871020000001,535,535,GCOMP249,BATESVILLE,1764 IN-46,BATESVILLE,IN,47006,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,RIPLEY,18137,USA,39.287102,-85.185087,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",2015/09/01 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,2,3500,2245577,0,0,0,0,0,1970/01/01 00:00:00+00,36041,229139
-101.895620534,35.538441044,536,536,GCOMP25,BIG CANYON,1.5 MILES EAST OF US-87,MARSH,TX,79107,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,NOT AVAILABLE,POTTER,48375,USA,35.538441044,-101.895620534,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2",2015/11/09 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,NOT AVAILABLE,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",32,"COLORADO INTERSTATE GAS COMPANY, L.L.C.",WITHIN 40 FEET,0,2956,-999,0,0,0,0,0,1970/01/01 00:00:00+00,0,0
-93.9105519999999,32.9680470000001,537,537,GCOMP250,MIRA,17664 ATLANTA MIRA RD,IDA,LA,71044,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CADDO,22017,USA,32.968047,-93.910552,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/17 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://infopost.bwpmlp.com/,GULF CROSSING PIPELINE COMPANY LLC,575,GULF CROSSING PIPELINE COMPANY LLC,WITHIN 40 FEET,2,35500,42891451,2430849,283476,876111,5757,1,2012/09/16 00:00:00+00,0,0
-80.1524204309999,39.90503584,538,538,GCOMP251,WAYNESBURG,177 ELM RD,WAYNESBURG,PA,15370,7001,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GREENE,42059,USA,39.90503584,-80.152420431,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/21 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://equitrans.eqtmidstreampartners.com/,"EQUITRANS, L.P.",24,"EQUITRANS, L.P.",WITHIN 40 FEET,2,3600,7685198,414645,267614,148171,15341,2,2012/10/25 00:00:00+00,24433,-999
-102.297154755,33.3255195200001,539,539,GCOMP252,BROWNFIELD,"1770 FM-211; AT BROWNFIELD, 10 MI N ON US38",MEADOW,TX,79345,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,TERRY,48445,USA,33.32551952,-102.297154755,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/15 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.northernnaturalgas.com/,NORTHERN NATURAL GAS COMPANY,59,NORTHERN NATURAL GAS COMPANY,WITHIN 40 FEET,1,9300,4820795,703550,148605,216811,2983,1,2012/10/30 00:00:00+00,12988,164200
-98.170342376,38.348586406,540,540,GCOMP253,431 LYONS,"1775 E ""M"" AVE",LYONS,KS,67554,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,RICE,20159,USA,38.348586406,-98.170342376,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/09 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,https://csi.sscgp.com/,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",43,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC.",WITHIN 40 FEET,1,2400,2591968,133095,373513,55680,2819,1,2012/09/10 00:00:00+00,0,0
-87.71605253,33.4270857080001,541,541,GCOMP254,MCCONNELLS,17828 MORMON ROAD,NORTHPORT,AL,35475,1339,NATURAL GAS COMPRESSOR STATION,IN SERVICE,TUSCALOOSA,01125,USA,33.427085708,-87.71605253,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",2015/09/10 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://ixsnp.sonetpremier.com/,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",7,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,6,8472,12481525,21963,167643,7886,539,6,2012/01/13 00:00:00+00,0,0
-96.64766998,45.9949987150001,542,542,GCOMP255,FAIRMOUNT,17953 98TH ST SE,FAIRMOUNT,ND,58030,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,RICHLAND,38077,USA,45.994998715,-96.64766998,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/10/28 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://tariff.alliance-pipeline.com/,ALLIANCE PIPELINE,63,ALLIANCE PIPELINE,WITHIN 40 FEET,1,31206,30803054,0,1325030,1614567,8253,0,2012/12/11 00:00:00+00,0,0
-102.490651,30.7445480000001,543,543,GCOMP256,PUCKETT,18 MI E ON IH10 11 MI S ON FM2023 2 MI E ON PLT,FORT STOCKTON,TX,79731,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,PECOS,48371,USA,30.744548,-102.490651,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",2015/09/21 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,https://pipeportal.kindermorgan.com/,"EL PASO NATURAL GAS COMPANY, L.L.C.",33,"EL PASO NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,1,2700,6979985,271475,219733,102730,4863,1,2012/12/26 00:00:00+00,0,0
-108.198972,39.903605,544,544,GCOMP257,GREASEWOOD,18 MILES SW OF MEEKER,MEEKER,CO,81641,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,RIO BLANCO,08103,USA,39.903605,-108.198972,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,FERC FORM 2,2015/08/14 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://ebb.cigco.com/,"WYOMING INTERSTATE COMPANY, L.L.C.",76,"WYOMING INTERSTATE COMPANY, L.L.C.",WITHIN 40 FEET,2,5664,23037225,1203984,260740,471428,14616,1,2012/10/07 00:00:00+00,0,0
-83.05511,33.0616000000001,545,545,GCOMP258,HALL GATE,180 J M WALKER RD NE,MILLEDGEVILLE,GA,31061,9522,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BALDWIN,13009,USA,33.0616,-83.05511,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/10 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://ixsnp.sonetpremier.com/,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",7,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,3,11530,16150665,1386025,698065,503971,18028,3,2012/06/20 00:00:00+00,0,0
-84.799628872,40.0103735340001,546,546,GCOMP259,GLEN KARN,180 MIKESELL ROAD,HOLLANSBURG,OH,45332,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,DARKE,39037,USA,40.010373534,-84.799628872,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/01 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,1,8170,14399104,0,0,0,0,0,1970/01/01 00:00:00+00,25457,194160
-80.455877,39.2518030000001,547,547,GCOMP26,CHAPMAN,1.5 MILES SOUTH OF COUNTY WHY 33/2 &SYCAMORE RD,WOLF SUMMIT,WV,26426,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,HARRISON,54033,USA,39.251803,-80.455877,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/25 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 40 FEET,1,1100,3980680,96895,366711,32594,6257,1,2012/10/07 00:00:00+00,0,0
-81.322624,38.487509,548,548,GCOMP260,COBB,180 WV-ROUTE 4,CLENDENIN,WV,25045,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,KANAWHA,54039,USA,38.487509,-81.322624,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, IMAGERY",2015/09/29 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.columbiapipeinfo.com/,"COLUMBIA GAS TRANSMISSION,LLC",21,"COLUMBIA GAS TRANSMISSION,LLC",WITHIN 40 FEET,4,13500,18357384,0,763127,0,28375,3,2012/09/28 00:00:00+00,2721314,49274900
-92.27717059,29.886870926,549,549,GCOMP261,LOUISIANA - KAPLAN - VERMILION PARISH,18019 HIGHWAY 35,KAPLAN,LA,70510,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,VERMILION,22113,USA,29.886870926,-92.27717059,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/08/20 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://feptransfer.energytransfer.com/,"TRUNKLINE GAS COMPANY, LLC",30,"TRUNKLINE GAS COMPANY, LLC",WITHIN 40 FEET,3,16100,41889661,588560,256551,220645,4860,2,2012/10/30 00:00:00+00,0,0
-97.06003706,48.9182358460001,550,550,GCOMP262,STATION 2201 HALLOCK,1807 360TH ST,HALLOCK,MN,56728,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,KITTSON,27069,USA,48.918235846,-97.06003706,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/08/19 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.vgt.nborder.com/,VIKING GAS TRANSMISSION COMPANY,82,VIKING GAS TRANSMISSION COMPANY,WITHIN 40 FEET,4,6800,6898422,0,0,2,0,0,1970/01/01 00:00:00+00,0,0
-117.8734,44.8567,551,551,GCOMP263,BAKER,"18117 CHANDLER LN; T8S R39E S24 NE 1/4",BAKER CITY,OR,97814,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,BAKER,41001,USA,44.8567,-117.8734,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/15 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.northwest.williams.com/,NORTHWEST PIPELINE GP,37,NORTHWEST PIPELINE GP,WITHIN 40 FEET,4,6300,12044547,395867,912311,148143,14441,4,2012/08/05 00:00:00+00,0,0
-108.716988,37.572456,552,552,GCOMP264,PLEASANT VIEW,"18162 COUNTY ROAD BB; NW NW SEC 10 T38N R17W 1879-264 RD",PLEASANT VIEW,CO,81331,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,MONTEZUMA,08083,USA,37.572456,-108.716988,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",2015/09/14 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.northwest.williams.com/,NORTHWEST PIPELINE GP,37,NORTHWEST PIPELINE GP,WITHIN 40 FEET,2,8780,11076626,163632,257279,62813,1781,2,2012/06/27 00:00:00+00,0,0
-90.0611519999999,30.7833350000001,553,553,GCOMP265,STATION 9,18169 LEE RD.,FRANKLINTON,LA,70438,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,WASHINGTON,22117,USA,30.783335,-90.061152,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/18 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://fgttransfer.energytransfer.com/,"FLORIDA GAS TRANSMISSION COMPANY, LLC",34,"FLORIDA GAS TRANSMISSION COMPANY, LLC",WITHIN 40 FEET,6,19600,32651831,2885778,1256703,1010452,40818,6,2012/01/03 00:00:00+00,0,0
-122.486404192,45.3898629180001,554,554,GCOMP266,OREGON CITY,18343 SPRINGWATER ROAD SOUTH,OREGON CITY,OR,97045,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,CLACKAMAS,41005,USA,45.389862918,-122.486404192,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/14 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.northwest.williams.com/,NORTHWEST PIPELINE GP,37,NORTHWEST PIPELINE GP,WITHIN 40 FEET,3,5343,7303675,413041,358681,148625,10717,2,2012/02/29 00:00:00+00,0,0
-87.912814516,34.648553502,555,555,GCOMP267,BARTON,1835 MT MILLS RD,TUSCUMBIA,AL,35674,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,COLBERT,01033,USA,34.648553502,-87.912814516,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",2015/09/01 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 40 FEET,8,57800,19399411,7,0,2,2697,4,2012/11/30 00:00:00+00,5734280,29839445
-73.586746851,41.6871840360001,556,556,GCOMP268,DOVER,186 DOVER FURNACE RD,DOVER,NY,12522,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,DUTCHESS,36027,USA,41.687184036,-73.586746851,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/17 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.iroquois.com/,IPOC AS AGENT/IROQUOIS GAS TRANS. SYS. L.P.,110,IPOC AS AGENT/IROQUOIS GAS TRANS. SYS. L.P.,WITHIN 40 FEET,1,18371,35651507,0,938227,102085,789,1,2012/12/31 00:00:00+00,-999,795542
-115.456981351,43.038316208,557,557,GCOMP269,MOUNTAIN HOME,18648 OLD OREGON TRAIL RD,MOUNTAIN HOME,ID,83647,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,ELMORE,16039,USA,43.038316208,-115.456981351,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/14 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.northwest.williams.com/,NORTHWEST PIPELINE GP,37,NORTHWEST PIPELINE GP,WITHIN 40 FEET,3,6000,8028948,336616,393284,122048,8976,3,2012/08/03 00:00:00+00,0,0
-114.1857,33.5368,558,558,GCOMP27,CASTLE DOME,1.5 MILES SOUTH OF QUARTZSITE,QUARTZSITE,AZ,85346,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,COCONINO,04012,USA,33.5368,-114.1857,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, IMAGERY",2015/10/09 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,https://pipeportal.kindermorgan.com/,"EL PASO NATURAL GAS COMPANY, L.L.C.",33,"EL PASO NATURAL GAS COMPANY, L.L.C.",WITHIN 40 FEET,1,1590,4334992,7425,57730,2401,195,1,2012/10/28 00:00:00+00,0,0
-77.9158624249999,41.8995316400001,559,559,GCOMP270,ELLISBURG,187 ROSE LAKE ROAD,ELLISBURG,PA,16923,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,POTTER,42105,USA,41.8995316400001,-77.9158624249999,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/16 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.natfuel.com/,NATIONAL FUEL GAS SUPPLY CORPORATION,16,NATIONAL FUEL GAS SUPPLY CORPORATION,WITHIN 40 FEET,4,9445,14206608,0,813515,0,14146,3,2012/03/05 00:00:00+00,0,0
-80.1245519999999,39.9178220000001,560,560,GCOMP271,WAYNESBURG,188 EAST STATE ROAD,WAYNESBURG,PA,15370,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,GREENE,42059,USA,39.917822,-80.124552,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/08/28 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.spectraenergy.com/,"TEXAS EASTERN TRANSMISSION, LP",17,"TEXAS EASTERN TRANSMISSION, LP",WITHIN 166 FEET,1,5000,13782052,740411,0,270463,6642,1,2012/02/08 00:00:00+00,1517,12521
-77.916143824,41.8995048400001,561,561,GCOMP272,ELLISBURG,188 ROSE LAKE ROAD,ELLISBURG,PA,16923,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,POTTER,42105,USA,41.8995048400001,-77.916143824,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"EPA ENVIROFACTS, FERC FORM 2, CORPORATE WEBSITE",2015/09/16 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://www.natfuel.com/,NATIONAL FUEL GAS SUPPLY CORPORATION,16,NATIONAL FUEL GAS SUPPLY CORPORATION,WITHIN 40 FEET,5,11450,26644998,834428,507122,318114,8595,5,2012/01/08 00:00:00+00,68161,705600
-77.915653173,41.8995335180001,562,562,GCOMP273,NFG-ELLISBURG,188 ROSE LAKE ROAD (HWY 244),ELLISBURG,PA,16923,NOT AVAILABLE,NATURAL GAS COMPRESSOR STATION,IN SERVICE,POTTER,42105,USA,41.8995335180001,-77.915653173,486210,PIPELINE TRANSPORTATION OF NATURAL GAS,"FERC FORM 2, CORPORATE WEBSITE",2015/10/16 00:00:00+00,IMAGERY/OTHER,2016/03/14 00:00:00+00,http://escript.dom.com/,"DOMINION TRANSMISSION, INC.",22,"DOMINION TRANSMISSION, INC.",WITHIN 40 FEET,2,0,2047598,0,0,0,0,0,1970/01/01 00:00:00+00,0,0
